# X Y Z i
284274.50 5036282.40 -2.00 0.001600
284294.50 5036282.40 -2.00 0.001617
284314.50 5036282.40 -2.00 0.001266
284334.50 5036282.40 -2.00 0.001860
284214.50 5036302.40 -2.00 0.001545
284234.50 5036302.40 -2.00 0.001557
284254.50 5036302.40 -2.00 0.001577
284274.50 5036302.40 -2.00 0.001448
284294.50 5036302.40 -2.00 0.001533
284314.50 5036302.40 -2.00 0.001610
284334.50 5036302.40 -2.00 0.001675
284214.50 5036322.40 -2.00 0.001529
284234.50 5036322.40 -2.00 0.001182
284254.50 5036322.40 -2.00 0.001248
284274.50 5036322.40 -2.00 0.001380
284294.50 5036322.40 -2.00 0.001488
284314.50 5036322.40 -2.00 0.001564
284334.50 5036322.40 -2.00 0.001615
284214.50 5036342.40 -2.00 0.001237
284234.50 5036342.40 -2.00 0.000923
284254.50 5036342.40 -2.00 0.000814
284274.50 5036342.40 -2.00 0.001295
284294.50 5036342.40 -2.00 0.001448
284314.50 5036342.40 -2.00 0.001528
284334.50 5036342.40 -2.00 0.001576
