# X Y Z i
284274.50 5036182.40 -6.00 0.001651
284294.50 5036182.40 -6.00 0.003497
284314.50 5036182.40 -6.00 0.002256
284334.50 5036182.40 -6.00 0.000357
284214.50 5036202.40 -6.00 0.002380
284234.50 5036202.40 -6.00 0.002899
284254.50 5036202.40 -6.00 0.003184
284274.50 5036202.40 -6.00 0.002564
284294.50 5036202.40 -6.00 0.003946
284314.50 5036202.40 -6.00 0.000488
284334.50 5036202.40 -6.00 0.000828
284214.50 5036222.40 -6.00 0.001279
284234.50 5036222.40 -6.00 0.002110
284254.50 5036222.40 -6.00 0.017935
284274.50 5036222.40 -6.00 0.001139
284294.50 5036222.40 -6.00 0.002062
284314.50 5036222.40 -6.00 0.000312
284334.50 5036222.40 -6.00 0.004058
284214.50 5036242.40 -6.00 0.001353
284234.50 5036242.40 -6.00 0.000000
284254.50 5036242.40 -6.00 0.002764
284274.50 5036242.40 -6.00 0.003449
284294.50 5036242.40 -6.00 0.000538
284314.50 5036242.40 -6.00 0.004124
284334.50 5036242.40 -6.00 0.002145
284214.50 5036262.40 -6.00 0.000275
284234.50 5036262.40 -6.00 0.001358
284254.50 5036262.40 -6.00 0.002741
284274.50 5036262.40 -6.00 0.000393
284294.50 5036262.40 -6.00 0.001694
284314.50 5036262.40 -6.00 0.002915
284334.50 5036262.40 -6.00 0.000743
284214.50 5036282.40 -6.00 0.001563
284234.50 5036282.40 -6.00 0.001420
284254.50 5036282.40 -6.00 0.001280
284274.50 5036282.40 -6.00 0.002236
284294.50 5036282.40 -6.00 0.001055
284314.50 5036282.40 -6.00 0.002394
284334.50 5036282.40 -6.00 0.000672
284214.50 5036302.40 -6.00 0.001168
284234.50 5036302.40 -6.00 0.001410
284254.50 5036302.40 -6.00 0.000585
284274.50 5036302.40 -6.00 0.000523
284294.50 5036302.40 -6.00 0.001285
284314.50 5036302.40 -6.00 0.000423
284334.50 5036302.40 -6.00 0.002939
284214.50 5036322.40 -6.00 0.000198
284234.50 5036322.40 -6.00 0.001431
284254.50 5036322.40 -6.00 0.000241
284274.50 5036322.40 -6.00 0.001157
284294.50 5036322.40 -6.00 0.001184
284314.50 5036322.40 -6.00 0.002403
284334.50 5036322.40 -6.00 0.001112
284214.50 5036342.40 -6.00 0.000202
284234.50 5036342.40 -6.00 0.000176
284254.50 5036342.40 -6.00 0.000942
284274.50 5036342.40 -6.00 0.000302
284294.50 5036342.40 -6.00 0.000586
284314.50 5036342.40 -6.00 0.000521
284334.50 5036342.40 -6.00 0.000431
284214.50 5036142.40 -2.00 0.001067
284234.50 5036142.40 -2.00 0.002810
284254.50 5036142.40 -2.00 0.002520
284274.50 5036142.40 -2.00 0.001663
284294.50 5036142.40 -2.00 0.001710
284314.50 5036142.40 -2.00 0.001055
284334.50 5036142.40 -2.00 0.000366
284214.50 5036162.40 -2.00 0.000558
284234.50 5036162.40 -2.00 0.001381
284254.50 5036162.40 -2.00 0.001209
284274.50 5036162.40 -2.00 0.004822
284294.50 5036162.40 -2.00 0.000997
284314.50 5036162.40 -2.00 0.000935
284334.50 5036162.40 -2.00 0.000000
284214.50 5036182.40 -2.00 0.002925
284234.50 5036182.40 -2.00 0.001995
284254.50 5036182.40 -2.00 0.003596
284274.50 5036182.40 -2.00 0.000590
284294.50 5036182.40 -2.00 0.001094
284314.50 5036182.40 -2.00 0.001977
284334.50 5036182.40 -2.00 0.002735
284214.50 5036202.40 -2.00 0.000664
284234.50 5036202.40 -2.00 0.003220
284254.50 5036202.40 -2.00 0.003017
284274.50 5036202.40 -2.00 0.002152
284294.50 5036202.40 -2.00 0.006135
284314.50 5036202.40 -2.00 0.004140
284334.50 5036202.40 -2.00 0.000628
284214.50 5036222.40 -2.00 0.000129
284234.50 5036222.40 -2.00 0.000698
284254.50 5036222.40 -2.00 0.037573
284274.50 5036222.40 -2.00 0.000141
284294.50 5036222.40 -2.00 0.000000
284314.50 5036222.40 -2.00 0.000000
284334.50 5036222.40 -2.00 0.000254
284214.50 5036242.40 -2.00 0.000312
284234.50 5036242.40 -2.00 0.000000
284254.50 5036242.40 -2.00 0.001547
284274.50 5036242.40 -2.00 0.003552
284294.50 5036242.40 -2.00 0.002096
284314.50 5036242.40 -2.00 0.000906
284334.50 5036242.40 -2.00 0.003007
284214.50 5036262.40 -2.00 0.000993
284234.50 5036262.40 -2.00 0.001449
284254.50 5036262.40 -2.00 0.002609
284274.50 5036262.40 -2.00 0.001114
284294.50 5036262.40 -2.00 0.002583
284314.50 5036262.40 -2.00 0.002897
284334.50 5036262.40 -2.00 0.001262
284214.50 5036282.40 -2.00 0.001968
284234.50 5036282.40 -2.00 0.001133
284254.50 5036282.40 -2.00 0.001046
284274.50 5036282.40 -2.00 0.002030
284294.50 5036282.40 -2.00 0.000583
284314.50 5036282.40 -2.00 0.001402
284334.50 5036282.40 -2.00 0.000752
284214.50 5036302.40 -2.00 0.001248
284234.50 5036302.40 -2.00 0.001546
284254.50 5036302.40 -2.00 0.001589
284274.50 5036302.40 -2.00 0.000605
284294.50 5036302.40 -2.00 0.001643
284314.50 5036302.40 -2.00 0.000721
284334.50 5036302.40 -2.00 0.000865
284214.50 5036322.40 -2.00 0.000379
284234.50 5036322.40 -2.00 0.001010
284254.50 5036322.40 -2.00 0.000823
284274.50 5036322.40 -2.00 0.000598
284294.50 5036322.40 -2.00 0.001132
284314.50 5036322.40 -2.00 0.000398
284334.50 5036322.40 -2.00 0.001667
284214.50 5036342.40 -2.00 0.000192
284234.50 5036342.40 -2.00 0.000316
284254.50 5036342.40 -2.00 0.000746
284274.50 5036342.40 -2.00 0.000435
284294.50 5036342.40 -2.00 0.001072
284314.50 5036342.40 -2.00 0.001451
284334.50 5036342.40 -2.00 0.001989
